City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
460,Goba,7.0167,39.9833,50.9,91,100,2.42,ET,overcast clouds,2021-10-10 23:21:34
461,Chenghai,23.4632,116.768,80.51,74,0,8.95,CN,clear sky,2021-10-10 23:21:34
462,Phalodi,27.1333,72.3667,84.15,49,0,14.09,IN,clear sky,2021-10-10 23:21:34
463,Vestmannaeyjar,63.4427,-20.2734,42.85,71,44,13.2,IS,scattered clouds,2021-10-10 23:21:34
464,Sahuaripa,29.05,-109.2333,91.26,11,2,10.63,MX,clear sky,2021-10-10 23:16:25
465,Camana,-16.6228,-72.7111,63.07,88,77,7.74,PE,broken clouds,2021-10-10 23:21:35
466,Mussomeli,37.5778,13.7513,56.19,76,0,5.35,IT,clear sky,2021-10-10 23:21:35
467,Chachapoyas,-6.2317,-77.869,57.29,94,58,3.96,PE,light rain,2021-10-10 23:21:35
468,Komsomolskiy,40.4272,71.7189,44.02,69,15,1.3,UZ,few clouds,2021-10-10 23:14:46
469,Fort Nelson,58.8053,-122.7002,38.07,83,100,5.59,CA,light rain,2021-10-10 23:14:40
470,Nan,18.8333,100.6667,73.42,100,75,0.0,TH,moderate rain,2021-10-10 23:21:36
471,Conceicao Do Araguaia,-8.2578,-49.2647,86.81,44,100,3.74,BR,overcast clouds,2021-10-10 23:21:36
472,Kutum,14.2,24.6667,83.77,19,87,12.39,SD,overcast clouds,2021-10-10 23:14:11
473,Asilah,35.465,-6.0348,71.56,78,89,15.03,MA,overcast clouds,2021-10-10 23:21:36
474,Orchard Homes,46.8633,-114.0484,53.74,37,90,31.07,US,overcast clouds,2021-10-10 23:21:37
475,Manokwari,-0.8667,134.0833,81.97,70,97,2.48,ID,overcast clouds,2021-10-10 23:13:52
476,Moyo,3.6609,31.7247,65.73,95,81,3.47,UG,light rain,2021-10-10 23:21:37
477,Neiafu,-18.65,-173.9833,75.88,94,90,2.3,TO,overcast clouds,2021-10-10 23:21:38
478,Nouadhibou,20.931,-17.0347,67.98,88,0,12.66,MR,clear sky,2021-10-10 23:21:38
479,Estevan,49.1334,-102.9842,68.2,24,1,13.8,CA,clear sky,2021-10-10 23:21:38
480,Quthing,-30.4,27.7003,54.37,32,0,3.33,LS,clear sky,2021-10-10 23:21:38
481,Pauini,-7.7136,-66.9764,89.87,41,80,3.4,BR,broken clouds,2021-10-10 23:21:39
482,Cascais,38.6979,-9.4215,70.97,58,0,3.0,PT,clear sky,2021-10-10 23:21:39
483,Asfi,32.2994,-9.2372,68.23,92,81,6.89,MA,broken clouds,2021-10-10 23:17:01
484,Tiarei,-17.5333,-149.3333,86.02,75,56,9.71,PF,broken clouds,2021-10-10 23:21:39
485,Independence,39.0911,-94.4155,77.67,65,90,3.0,US,overcast clouds,2021-10-10 23:17:23
486,Jacareacanga,-6.2222,-57.7528,81.84,63,87,1.66,BR,overcast clouds,2021-10-10 23:14:34
487,Hobyo,5.3505,48.5268,78.37,89,44,17.36,SO,scattered clouds,2021-10-10 23:12:57
488,Safakulevo,54.9901,62.5442,30.78,57,73,3.2,RU,broken clouds,2021-10-10 23:21:40
489,Pendleton,45.6721,-118.7886,61.92,39,75,11.01,US,broken clouds,2021-10-10 23:21:40
490,Tadine,-21.55,167.8833,75.16,56,50,11.81,NC,scattered clouds,2021-10-10 23:21:41
491,Otradnyy,53.376,51.3452,46.24,62,99,3.94,RU,overcast clouds,2021-10-10 23:21:41
492,Kishi,9.0833,3.85,74.17,89,93,5.23,NG,overcast clouds,2021-10-10 23:21:41
493,Pinellas Park,27.8428,-82.6995,83.05,68,1,1.99,US,clear sky,2021-10-10 23:21:42
494,La Palma,33.8464,-118.0467,88.5,51,1,5.99,US,clear sky,2021-10-10 23:16:44
495,Poopo,-18.3667,-66.9667,59.77,25,1,4.7,BO,clear sky,2021-10-10 23:21:42
496,London,51.5085,-0.1257,53.35,83,55,2.3,GB,broken clouds,2021-10-10 23:17:15
497,Judenburg,47.1667,14.6667,41.34,87,96,4.32,AT,overcast clouds,2021-10-10 23:21:42
498,Vrangel,42.7297,133.0839,52.77,62,57,13.56,RU,broken clouds,2021-10-10 23:21:43
499,Cotoca,-17.8167,-63.05,87.66,62,40,9.22,BO,scattered clouds,2021-10-10 23:21:43
500,Bonavista,48.6499,-53.1147,43.12,77,57,26.26,CA,broken clouds,2021-10-10 23:12:28
501,Huixtla,15.15,-92.4667,85.68,89,94,3.8,MX,overcast clouds,2021-10-10 23:21:43
502,Wadi Maliz,36.4681,8.5495,64.85,67,24,5.68,TN,few clouds,2021-10-10 23:21:44
503,Hasaki,35.7333,140.8333,72.28,68,40,13.27,JP,scattered clouds,2021-10-10 23:15:01
504,Abu Samrah,35.3029,37.1841,70.54,33,37,4.29,SY,scattered clouds,2021-10-10 23:21:44
505,Huimilpan,20.372,-100.2774,76.1,56,49,1.72,MX,scattered clouds,2021-10-10 23:21:44
506,Qax,41.4225,46.9242,49.19,69,13,3.67,AZ,few clouds,2021-10-10 23:21:45
507,Zella-Mehlis,50.65,10.65,35.11,71,24,3.11,DE,few clouds,2021-10-10 23:21:45
508,Dalbandin,28.8947,64.4101,60.08,18,0,3.53,PK,clear sky,2021-10-10 23:20:45
509,Angoche,-16.2325,39.9086,75.06,88,7,2.59,MZ,clear sky,2021-10-10 23:21:45
510,Wajid,3.8093,43.2471,73.99,79,27,17.6,SO,scattered clouds,2021-10-10 23:21:46
511,Garowe,8.4054,48.4845,78.01,72,93,13.4,SO,light rain,2021-10-10 23:21:46
512,Prince Rupert,54.3161,-130.3201,47.89,91,90,6.91,CA,moderate rain,2021-10-10 23:21:01
513,Saint Anthony,45.0205,-93.218,65.25,66,90,5.01,US,overcast clouds,2021-10-10 23:21:46
514,Bijapur,16.8333,75.7,74.53,82,93,5.06,IN,overcast clouds,2021-10-10 23:21:47
515,Makinsk,52.6292,70.4169,26.85,80,85,7.16,KZ,overcast clouds,2021-10-10 23:21:47
516,Grand Island,40.925,-98.342,67.95,36,1,5.75,US,clear sky,2021-10-10 23:17:24
517,Ordzhonikidze,52.4411,61.7408,40.98,87,100,2.66,KZ,overcast clouds,2021-10-10 23:21:47
518,Ranong,9.9658,98.6348,76.93,88,99,15.5,TH,moderate rain,2021-10-10 23:21:48
519,Eyl,7.9803,49.8164,78.75,84,65,15.39,SO,broken clouds,2021-10-10 23:15:43
520,Tilichiki,60.4667,166.1,29.7,65,55,3.6,RU,broken clouds,2021-10-10 23:21:48
521,Pilar,-9.5972,-35.9567,75.13,85,100,6.35,BR,overcast clouds,2021-10-10 23:21:48
522,Burns Lake,54.2331,-125.7533,44.02,45,100,10.49,CA,overcast clouds,2021-10-10 23:21:49
523,Karratha,-20.7377,116.8463,75.52,32,6,13.35,AU,clear sky,2021-10-10 23:21:49
524,Port Lincoln,-34.7333,135.8667,54.77,53,5,12.73,AU,clear sky,2021-10-10 23:14:37
525,Porto Novo,6.4965,2.6036,78.17,85,91,5.21,BJ,light rain,2021-10-10 23:10:59
526,Hun,29.1268,15.9477,72.79,47,0,13.42,LY,clear sky,2021-10-10 23:21:49
527,Vanimo,-2.6741,141.3028,80.38,88,99,3.65,PG,overcast clouds,2021-10-10 23:15:14
528,Sinnamary,5.3833,-52.95,79.9,86,94,11.23,GF,overcast clouds,2021-10-10 23:21:50
529,Grand-Santi,4.25,-54.3833,80.62,69,100,2.82,GF,overcast clouds,2021-10-10 23:14:02
530,Poum,-20.2333,164.0167,74.95,65,12,20.11,NC,few clouds,2021-10-10 23:14:40
531,Lorengau,-2.0226,147.2712,84.43,68,83,2.93,PG,broken clouds,2021-10-10 23:15:43
532,Polis,35.0367,32.4264,67.82,66,32,2.39,CY,scattered clouds,2021-10-10 23:21:51
533,Jumla,29.2747,82.1838,49.69,74,0,5.12,NP,clear sky,2021-10-10 23:16:23
534,Miraflores,19.2167,-98.8083,76.03,66,68,4.29,MX,broken clouds,2021-10-10 23:21:51
535,Narok,-1.0783,35.8601,59.14,83,38,6.67,KE,scattered clouds,2021-10-10 23:21:51
536,Roald,62.5833,6.1333,51.17,87,90,9.22,NO,light rain,2021-10-10 23:14:29
537,Benemerito De Las Americas,16.5167,-90.6439,84.81,70,46,3.44,MX,scattered clouds,2021-10-10 23:21:17
538,Monrovia,6.3005,-10.7969,76.77,84,96,6.78,LR,light rain,2021-10-10 23:21:42
539,Chabahar,25.2919,60.643,82.18,61,0,5.28,IR,clear sky,2021-10-10 23:21:52
540,Ambagarh Chauki,20.7833,80.7167,69.03,77,14,1.54,IN,few clouds,2021-10-10 23:21:52
541,Camacha,33.0833,-16.3333,68.76,73,20,10.36,PT,few clouds,2021-10-10 23:21:53
542,Marsa Matruh,31.3525,27.2453,73.33,74,0,8.23,EG,clear sky,2021-10-10 23:16:31
543,Nhulunbuy,-12.2333,136.7667,84.81,65,75,9.22,AU,broken clouds,2021-10-10 23:21:53
544,Olafsvik,64.8945,-23.7142,40.26,60,18,1.14,IS,few clouds,2021-10-10 23:21:53
545,Saquena,-4.6667,-73.5167,79.97,78,35,2.24,PE,scattered clouds,2021-10-10 23:21:53
546,Kara-Tyube,44.6336,45.4369,50.9,78,42,10.94,RU,scattered clouds,2021-10-10 23:21:54
547,San Quintin,30.4833,-115.95,72.05,59,0,13.02,MX,clear sky,2021-10-10 23:16:58
548,Snasa,64.2457,12.3778,44.06,91,92,4.05,NO,overcast clouds,2021-10-10 23:21:54
549,Izazi,-7.2,35.7333,73.98,47,95,4.85,TZ,overcast clouds,2021-10-10 23:21:54
550,Yeppoon,-23.1333,150.7333,76.78,52,4,5.75,AU,clear sky,2021-10-10 23:21:55
551,Yakeshi,49.2833,120.7333,34.43,81,0,6.69,CN,clear sky,2021-10-10 23:21:55
552,Sibu,2.3,111.8167,75.51,94,40,3.44,MY,scattered clouds,2021-10-10 23:21:56
553,Shahada,21.55,74.4667,79.56,75,34,3.4,IN,scattered clouds,2021-10-10 23:21:56
554,Uvat,59.1433,68.8953,26.29,70,1,2.71,RU,clear sky,2021-10-10 23:21:56
555,San Jeronimo,-11.9472,-75.2829,58.53,62,70,7.67,PE,broken clouds,2021-10-10 23:15:55
556,Hamilton,39.1834,-84.5333,79.57,69,40,1.99,US,scattered clouds,2021-10-10 23:12:49
557,Yumen,40.2833,97.2,36.12,29,13,11.45,CN,few clouds,2021-10-10 23:14:08
558,Matara,5.9485,80.5353,77.97,88,86,12.53,LK,overcast clouds,2021-10-10 23:21:57
559,Anzhero-Sudzhensk,56.081,86.0285,28.06,84,100,7.29,RU,overcast clouds,2021-10-10 23:21:57
560,Catumbela,-12.4314,13.5472,73.17,87,70,3.29,AO,broken clouds,2021-10-10 23:21:57
561,La Asuncion,11.0333,-63.8628,81.5,80,86,10.98,VE,overcast clouds,2021-10-10 23:21:58
562,Pozo Colorado,-23.4923,-58.7972,73.04,88,98,3.56,PY,overcast clouds,2021-10-10 23:14:37
563,South Yarmouth,41.6668,-70.1847,63.05,91,75,5.99,US,broken clouds,2021-10-10 23:21:58
564,Virginia Beach,36.8529,-75.978,74.05,90,90,17.27,US,overcast clouds,2021-10-10 23:19:10
565,Hibbing,47.4272,-92.9377,60.3,94,90,8.05,US,mist,2021-10-10 23:19:48
566,Putina,-15.4667,-69.4333,52.45,68,17,13.11,PE,few clouds,2021-10-10 23:21:59
567,Elk Plain,47.0532,-122.3976,56.25,59,1,1.01,US,clear sky,2021-10-10 23:21:59
568,Kaspiyskiy,45.3929,47.3707,52.11,61,30,9.33,RU,scattered clouds,2021-10-10 23:21:59
569,Sauda,59.6506,6.3542,52.68,96,100,6.78,NO,overcast clouds,2021-10-10 23:22:00
570,Bardiyah,31.7561,25.0865,73.83,74,0,10.2,LY,clear sky,2021-10-10 23:22:00
571,Vannes,47.8333,-2.5,57.27,95,2,7.83,FR,clear sky,2021-10-10 23:22:00
572,Brokopondo,4.75,-55.1667,83.52,71,87,9.1,SR,overcast clouds,2021-10-10 23:22:00
573,La Ronge,55.1001,-105.2842,50.25,66,75,2.3,CA,broken clouds,2021-10-10 23:15:40
574,Kisesa,-3.0833,34.15,73.53,50,72,5.41,TZ,broken clouds,2021-10-10 23:22:01
575,Teguise,29.0605,-13.564,70.02,68,75,9.22,ES,broken clouds,2021-10-10 23:16:44
576,Magadi,12.9667,77.2333,70.14,96,72,4.34,IN,broken clouds,2021-10-10 23:22:01
577,Constantine,36.365,6.6147,53.01,82,40,3.44,DZ,scattered clouds,2021-10-10 23:22:02
578,Benghazi,32.1167,20.0667,78.48,57,13,8.46,LY,few clouds,2021-10-10 23:21:31
579,Chumikan,54.7183,135.315,38.48,91,100,10.74,RU,overcast clouds,2021-10-10 23:15:02
580,Yima,34.7381,111.8839,49.06,76,100,2.75,CN,light rain,2021-10-10 23:22:03
581,Hobbs,32.7026,-103.136,73.02,41,1,11.01,US,clear sky,2021-10-10 23:22:03
582,Bikin,46.8161,134.26,45.55,66,74,13.22,RU,broken clouds,2021-10-10 23:22:03
583,Sampit,-2.5333,112.95,76.26,97,100,1.86,ID,overcast clouds,2021-10-10 23:22:04
584,San Lorenzo,-25.3333,-57.5333,76.59,78,40,3.0,PY,scattered clouds,2021-10-10 23:22:04
585,Khorramshahr,30.4397,48.1664,69.76,32,0,6.91,IR,clear sky,2021-10-10 23:16:19
586,Mackay,-21.15,149.2,81.68,57,26,5.61,AU,scattered clouds,2021-10-10 23:15:08
587,Lashio,22.9333,97.75,65.68,98,94,1.57,MM,overcast clouds,2021-10-10 23:22:04
588,Prado,-17.3411,-39.2208,73.62,88,91,6.85,BR,overcast clouds,2021-10-10 23:22:05
589,Tulun,54.5611,100.5792,35.2,75,70,2.59,RU,broken clouds,2021-10-10 23:22:05
590,Jalu,29.0331,21.5482,76.23,30,0,7.7,LY,clear sky,2021-10-10 23:14:27
591,Sorland,67.667,12.6934,44.67,81,97,11.12,NO,overcast clouds,2021-10-10 23:14:16
592,Praia Da Vitoria,38.7333,-27.0667,72.75,95,100,12.39,PT,overcast clouds,2021-10-10 23:15:19
593,Odienne,9.51,-7.5692,72.63,95,100,4.76,CI,moderate rain,2021-10-10 23:22:06
594,Kysyl-Syr,63.8986,122.7617,31.87,94,97,9.73,RU,overcast clouds,2021-10-10 23:22:06
595,Roma,43.2128,-75.4557,67.89,77,90,10.36,US,overcast clouds,2021-10-10 23:16:13
596,Banepa,27.6298,85.5214,64.72,100,20,0.0,NP,few clouds,2021-10-10 23:22:06
597,Puerto Ayacucho,5.6639,-67.6236,77.25,88,99,5.79,VE,overcast clouds,2021-10-10 23:22:07
598,Cay,38.5917,31.0286,58.77,52,0,2.95,TR,clear sky,2021-10-10 23:22:07
599,Mareeba,-17.0,145.4333,81.48,69,16,2.53,AU,few clouds,2021-10-10 23:22:07
600,Coromandel,-18.4733,-47.2003,67.51,86,100,3.44,BR,overcast clouds,2021-10-10 23:22:08
601,Nauta,-4.5061,-73.5757,82.4,73,56,2.17,PE,broken clouds,2021-10-10 23:22:08
602,Ola,59.5833,151.2833,31.96,53,0,12.17,RU,clear sky,2021-10-10 23:16:12
603,Morondava,-20.2833,44.2833,75.65,73,12,10.33,MG,few clouds,2021-10-10 23:22:08
604,Turinsk,58.0458,63.696,26.64,68,16,3.44,RU,few clouds,2021-10-10 23:22:09
605,Walvis Bay,-22.9575,14.5053,59.09,77,0,4.61,NA,clear sky,2021-10-10 23:22:09
606,Hambantota,6.1241,81.1185,79.54,82,97,18.95,LK,overcast clouds,2021-10-10 23:14:53
607,Nanga Eboko,4.6833,12.3667,67.62,100,99,1.72,CM,overcast clouds,2021-10-10 23:22:09
608,Umm Lajj,25.0213,37.2685,87.76,46,0,6.11,SA,clear sky,2021-10-10 23:22:10
609,Caibarien,22.5206,-79.4669,69.12,75,83,6.78,CU,light rain,2021-10-10 23:22:10
610,Danshui,22.7984,114.4672,82.02,86,83,12.71,CN,broken clouds,2021-10-10 23:22:10
611,Manacapuru,-3.2997,-60.6206,86.58,68,98,3.67,BR,moderate rain,2021-10-10 23:22:11
612,Lagunas,-5.2269,-75.6753,82.53,67,35,3.18,PE,scattered clouds,2021-10-10 23:22:11
613,Xam Nua,20.4197,104.0439,66.7,100,100,1.03,LA,overcast clouds,2021-10-10 23:22:11
614,Udachnyy,66.4167,112.4,21.47,92,100,18.92,RU,light snow,2021-10-10 23:22:11
615,Renqiu,38.6989,116.0936,49.84,65,96,4.38,CN,overcast clouds,2021-10-10 23:22:12
616,Geilo,60.5333,8.2076,40.39,84,62,7.05,NO,broken clouds,2021-10-10 23:22:12
617,Mao,39.8885,4.2658,59.56,88,0,5.75,ES,clear sky,2021-10-10 23:15:31
618,Hovd,48.0056,91.6419,33.62,34,47,1.34,MN,scattered clouds,2021-10-10 23:22:12
619,Kashi,39.4547,75.9797,40.21,75,40,2.24,CN,scattered clouds,2021-10-10 23:22:13
620,Tabuk,17.4189,121.4443,72.95,98,100,3.56,PH,heavy intensity rain,2021-10-10 23:22:13
621,Lloydminster,53.2835,-110.0016,52.02,58,75,12.66,CA,broken clouds,2021-10-10 23:22:13
622,Rogovatoye,51.23,38.3818,42.37,59,84,6.15,RU,broken clouds,2021-10-10 23:22:14
623,Itacare,-14.2775,-38.9967,78.69,84,11,5.01,BR,few clouds,2021-10-10 23:22:14
624,Westminster,39.8367,-105.0372,69.55,28,40,3.0,US,scattered clouds,2021-10-10 23:22:14
625,Warri,5.5167,5.75,75.33,94,91,3.2,NG,overcast clouds,2021-10-10 23:22:15
626,Lixourion,38.2019,20.4314,68.59,81,100,13.78,GR,light rain,2021-10-10 23:22:15
627,New Glasgow,45.5834,-62.6486,53.78,72,98,6.76,CA,overcast clouds,2021-10-10 23:22:15
628,Whyalla,-33.0333,137.5833,55.29,50,2,14.97,AU,clear sky,2021-10-10 23:22:16
629,Trinidad,-14.8333,-64.9,91.38,58,88,5.75,BO,overcast clouds,2021-10-10 23:22:16
630,Ostroh,50.3294,26.5143,37.56,55,8,6.15,UA,clear sky,2021-10-10 23:22:16
631,Altamira,-3.2033,-52.2064,79.68,68,82,3.02,BR,broken clouds,2021-10-10 23:18:42
632,El Alto,-4.2714,-81.2147,64.83,84,31,16.98,PE,scattered clouds,2021-10-10 23:22:17
633,Punta Cardon,11.6581,-70.215,83.68,74,98,17.22,VE,overcast clouds,2021-10-10 23:22:17
634,Ryotsu,38.0833,138.4333,75.16,78,33,12.95,JP,scattered clouds,2021-10-10 23:22:17
635,Balkhash,46.844,74.9804,47.48,56,95,18.92,KZ,overcast clouds,2021-10-10 23:22:18
636,Alihe,50.5667,123.7167,36.75,79,1,4.7,CN,clear sky,2021-10-10 23:22:18
637,Saint Albans,51.75,-0.3333,51.4,87,40,9.22,GB,scattered clouds,2021-10-10 23:22:18
638,Berlevag,70.8578,29.0864,44.08,89,100,8.14,NO,overcast clouds,2021-10-10 23:12:24
639,Jaque,7.5175,-78.1703,78.31,89,99,4.72,PA,light rain,2021-10-10 23:22:18
640,Nishihara,26.1842,127.7558,83.48,87,90,17.27,JP,overcast clouds,2021-10-10 23:15:24
641,Mayo,38.8876,-76.5119,70.56,88,90,11.99,US,overcast clouds,2021-10-10 23:22:19
642,Shache,38.4167,77.2406,47.75,42,92,2.46,CN,overcast clouds,2021-10-10 23:22:19
643,Williston,48.147,-103.618,68.04,32,0,8.01,US,clear sky,2021-10-10 23:22:19
644,Kupang,-10.1667,123.5833,79.79,72,86,4.0,ID,overcast clouds,2021-10-10 23:14:53
645,Mnogovershinnyy,53.9353,139.9242,38.28,96,100,19.66,RU,light rain,2021-10-10 23:22:20
646,Kjollefjord,70.9457,27.3465,44.37,89,100,7.74,NO,overcast clouds,2021-10-10 23:10:43
647,Mount Isa,-20.7333,139.5,67.77,100,90,8.05,AU,moderate rain,2021-10-10 23:14:01
648,Batemans Bay,-35.7167,150.1833,59.2,60,100,7.58,AU,overcast clouds,2021-10-10 23:22:20
649,Mackenzie,55.2999,-123.1698,46.62,46,40,13.8,CA,scattered clouds,2021-10-10 23:22:20
650,Pangai,-19.8,-174.35,77.11,78,90,0.0,TO,overcast clouds,2021-10-10 23:22:21
651,Escanaba,45.7453,-87.0646,71.67,95,20,12.66,US,few clouds,2021-10-10 23:22:21
652,Matadi,-5.8167,13.45,78.4,72,100,6.17,CD,overcast clouds,2021-10-10 23:22:21
653,Darovskoy,58.77,47.9564,44.06,95,92,6.42,RU,overcast clouds,2021-10-10 23:22:22
654,Kiruna,67.8557,20.2251,41.92,93,90,3.44,SE,light rain,2021-10-10 23:16:51
655,Show Low,34.2542,-110.0298,61.72,30,1,8.05,US,clear sky,2021-10-10 23:22:22
656,Tocopilla,-22.092,-70.1979,66.7,63,21,10.07,CL,few clouds,2021-10-10 23:22:23
657,Finnsnes,69.2296,17.9811,46.76,91,100,3.85,NO,overcast clouds,2021-10-10 23:22:23
658,Husavik,66.0449,-17.3389,34.47,97,100,2.44,IS,light rain,2021-10-10 23:14:38
659,Obo,5.3998,26.4869,70.23,96,100,1.45,CF,overcast clouds,2021-10-10 23:22:23
660,Mahajanga,-15.7167,46.3167,71.62,83,0,3.44,MG,clear sky,2021-10-10 23:22:24
661,Oktyabrskiy,54.4815,53.471,39.92,86,99,3.4,RU,overcast clouds,2021-10-10 23:22:24
662,Sapozhok,53.9419,40.6806,40.53,67,4,3.96,RU,clear sky,2021-10-10 23:22:25
663,Chapais,49.7834,-74.8492,56.98,95,100,7.92,CA,overcast clouds,2021-10-10 23:13:05
664,Beloha,-25.1667,45.05,67.75,84,43,12.15,MG,light rain,2021-10-10 23:16:16
665,Eenhana,-17.4667,16.3333,73.15,12,0,10.78,NA,clear sky,2021-10-10 23:21:20
666,Remedios,22.4947,-79.5458,68.92,81,85,8.05,CU,moderate rain,2021-10-10 23:22:25
667,Santa Maria,-29.6842,-53.8069,70.9,78,40,11.5,BR,scattered clouds,2021-10-10 23:22:25
668,Minggang,32.4586,114.0486,55.54,66,100,14.41,CN,overcast clouds,2021-10-10 23:22:26
669,Bemidji,47.4736,-94.8803,58.24,100,90,8.05,US,overcast clouds,2021-10-10 23:22:26
670,Mangan,27.5167,88.5333,70.32,74,13,5.35,IN,few clouds,2021-10-10 23:19:15
671,Nenjiang,49.1833,125.2167,40.95,73,0,10.42,CN,clear sky,2021-10-10 23:22:26
672,Port Hedland,-20.3167,118.5667,78.85,18,33,17.27,AU,scattered clouds,2021-10-10 23:16:56
673,Lesogorsk,56.0458,99.5136,39.11,88,100,8.43,RU,overcast clouds,2021-10-10 23:22:27
674,Nisia Floresta,-6.0911,-35.2086,81.41,79,34,9.28,BR,scattered clouds,2021-10-10 23:22:27
675,Ovalle,-30.5983,-71.2003,64.27,39,0,4.09,CL,clear sky,2021-10-10 23:19:12
676,Marzuq,14.4,46.4667,77.29,61,38,2.04,YE,scattered clouds,2021-10-10 23:16:08
677,Toora-Khem,52.4675,96.11,27.39,71,49,0.83,RU,scattered clouds,2021-10-10 23:22:27
678,Iki-Burul,45.8208,44.6472,37.74,76,9,9.06,RU,clear sky,2021-10-10 23:22:28
679,Inongo,-1.95,18.2667,70.52,97,100,3.89,CD,moderate rain,2021-10-10 23:22:28
680,Buchanan,5.8808,-10.0467,76.96,88,100,5.68,LR,light rain,2021-10-10 23:16:34
681,Mulki,13.1,74.8,76.28,94,75,0.0,IN,mist,2021-10-10 23:22:28
682,Delta Del Tigre,-34.7633,-56.3853,62.71,80,100,12.33,UY,overcast clouds,2021-10-10 23:22:29
683,Xining,36.6167,101.7667,38.93,76,3,2.57,CN,clear sky,2021-10-10 23:22:29
684,Tigzirt,36.8886,4.1198,65.53,72,1,7.43,DZ,clear sky,2021-10-10 23:22:29
685,Shelburne,44.0787,-80.2041,63.52,87,97,8.79,CA,overcast clouds,2021-10-10 23:20:38
686,Morristown,36.214,-83.2949,72.97,71,1,0.0,US,clear sky,2021-10-10 23:22:30
687,Tuy Hoa,13.0833,109.3,76.87,91,100,6.73,VN,overcast clouds,2021-10-10 23:14:20
688,Ankazobe,-18.3167,47.1167,55.81,62,85,2.64,MG,overcast clouds,2021-10-10 23:22:30
689,Plouzane,48.3833,-4.6167,57.25,94,75,5.75,FR,mist,2021-10-10 23:22:30
690,Anjiang,27.3194,110.1031,55.13,91,100,6.02,CN,overcast clouds,2021-10-10 23:22:31
691,Mandiana,10.6333,-8.6833,77.97,77,100,3.15,GN,light rain,2021-10-10 23:22:31
